"","gene_name","cont_topology","intro_topology","control_trio_min","intro_trio_min"
"568","Solyc01g068060"," P1P2"," P2P3","P2P3","P1P2"
"570","Solyc01g068070"," P1P2"," P1P2","P1P3","P2P3"
"572","Solyc01g068130"," P1P2"," P1P2","P1P2","P1P2"
"574","Solyc01g068150"," P1P2"," P1P2","P2P3","P1P2"
"576","Solyc01g068160"," P1P2"," P2P3","P1P3","P1P3"
"578","Solyc01g068180"," P1P2"," P1P2","P2P3","P1P3"
"579","Solyc01g068190"," P1P2"," P1P2","P2P3","P1P2"
"582","Solyc01g068240"," P1P2"," P1P2","P1P2","P2P3"
"585","Solyc01g068270"," P1P2"," P1P2","P1P2","P1P2"
"586","Solyc01g068280"," P1P2"," P1P2","P2P3","P1P2"
"589","Solyc01g068330"," P1P2"," P1P3","P1P2","P1P2"
"590","Solyc01g068350"," P1P2"," P1P2","P1P2","P1P2"
"591","Solyc01g068370"," P1P2"," P2P3","P2P3","P1P2"
"592","Solyc01g068390"," P1P2"," P1P2","P1P2","P2P3"
"593","Solyc01g068400"," P1P2"," P1P2","P1P2","P1P3"
"594","Solyc01g068450"," P1P2"," P1P2","P1P2","P1P2"
"595","Solyc01g068470"," P1P2"," P1P2","P2P3","P1P3"
"596","Solyc01g068480"," P1P2"," P1P2","P1P3","P1P2"
"597","Solyc01g068500"," P1P2"," P1P2","P2P3","P1P2"
"598","Solyc01g068530"," P1P2"," P1P2","P1P3","P1P2"
"599","Solyc01g068540"," P1P2"," P1P3","P1P3","P1P2"
"600","Solyc01g068560"," P1P2"," P1P2","P2P3","P2P3"
"601","Solyc01g068580"," P1P2"," P1P2","P2P3","P1P2"
"603","Solyc01g068640"," P1P2"," P1P2","P1P2","P1P3"
"604","Solyc01g079090"," P1P2"," P1P2","P2P3","P1P2"
"605","Solyc01g079110"," P1P2"," P1P2","P1P3","P2P3"
"608","Solyc01g079210"," P1P2"," P1P2","P1P3","P1P3"
"610","Solyc01g079220"," P1P2"," P1P2","P1P2","P1P3"
"612","Solyc01g079230"," P1P2"," P2P3","P1P3","P2P3"
"613","Solyc01g079240"," P1P2"," P1P2","P2P3","P2P3"
"614","Solyc01g079250"," P1P2"," P2P3","P2P3","P2P3"
"615","Solyc01g079310"," P1P2"," P1P2","P1P2","P1P3"
"617","Solyc01g079330"," P1P2"," P1P2","P1P3","P2P3"
"618","Solyc01g079340"," P1P2"," P2P3","P1P2","P2P3"
"619","Solyc01g079350"," P1P2"," P1P2","P1P2","P1P2"
"620","Solyc01g079360"," P1P2"," P1P2","P2P3","P1P2"
"621","Solyc01g079410"," P1P2"," P1P2","P1P3","P1P2"
"623","Solyc01g079420"," P1P2"," P1P2","P1P3","P2P3"
"625","Solyc01g079430"," P1P2"," P1P2","P2P3","P1P3"
"626","Solyc01g079450"," P1P2"," P1P2","P1P2","P1P2"
"628","Solyc01g079480"," P1P2"," P1P2","P2P3","P1P2"
"629","Solyc01g079500"," P1P2"," P1P2","P2P3","P2P3"
"630","Solyc01g079510"," P1P2"," P1P2","P1P2","P1P3"
"632","Solyc01g079520"," P1P2"," P1P2","P1P3","P2P3"
"633","Solyc01g079530"," P1P2"," P1P2","P1P2","P2P3"
"634","Solyc01g079580"," P1P2"," P1P2","P1P2","P2P3"
"636","Solyc01g079590"," P1P2"," P2P3","P1P2","P2P3"
"637","Solyc01g079600"," P1P2"," P2P3","P2P3","P2P3"
"638","Solyc01g079610"," P1P2"," P1P2","P2P3","P1P3"
"639","Solyc01g079640"," P1P2"," P1P2","P1P2","P2P3"
"642","Solyc01g079680"," P1P2"," P1P2","P2P3","P1P2"
"643","Solyc01g079710"," P1P2"," P1P2","P1P3","P1P3"
"644","Solyc01g079720"," P1P2"," P1P2","P2P3","P1P3"
"645","Solyc01g079750"," P1P2"," P1P2","P1P3","P1P2"
"646","Solyc01g079760"," P1P2"," P2P3","P1P3","P2P3"
"647","Solyc01g079810"," P1P2"," P1P2","P1P2","P1P3"
"649","Solyc01g079820"," P1P2"," P1P2","P1P2","P2P3"
"650","Solyc01g079840"," P1P2"," P1P2","P1P2","P1P2"
"651","Solyc01g079860"," P1P2"," P1P2","P1P2","P2P3"
"653","Solyc01g079870"," P1P2"," P1P2","P2P3","P1P3"
"654","Solyc01g079880"," P1P2"," P1P2","P1P2","P1P3"
"655","Solyc01g080020"," P1P2"," P2P3","P1P3","P1P2"
"656","Solyc01g080040"," P1P2"," P2P3","P1P3","P1P3"
"657","Solyc01g080070"," P1P2"," P1P2","P2P3","P1P3"
"659","Solyc01g080080"," P1P2"," P1P2","P1P3","P1P2"
"660","Solyc01g080110"," P1P2"," P1P2","P1P3","P1P2"
"661","Solyc01g080130"," P1P2"," P1P2","P1P2","P1P2"
"662","Solyc01g080160"," P1P2"," P1P2","P1P3","P1P3"
"663","Solyc01g080170"," P1P2"," P1P2","P1P3","P1P2"
"665","Solyc01g080180"," P1P2"," P1P2","P2P3","P1P3"
"666","Solyc01g080200"," P1P2"," P1P2","P1P3","P2P3"
"667","Solyc01g080210"," P1P2"," P2P3","P1P2","P2P3"
"668","Solyc01g080250"," P1P2"," P1P2","P2P3","P1P2"
"670","Solyc01g080280"," P1P2"," P1P2","P1P3","P1P3"
"671","Solyc01g080300"," P1P2"," P1P2","P1P3","P1P3"
"673","Solyc01g080310"," P1P2"," P1P2","P1P3","P1P2"
"674","Solyc01g080340"," P1P2"," P1P2","P1P3","P2P3"
"675","Solyc01g080360"," P1P2"," P1P2","P1P3","P1P2"
"676","Solyc01g080400"," P1P2"," P1P2","P2P3","P2P3"
"677","Solyc01g080430"," P1P2"," P1P2","P2P3","P1P3"
"678","Solyc01g080450"," P1P2"," P1P2","P2P3","P1P3"
"680","Solyc01g080460"," P1P2"," P1P2","P1P2","P1P2"
"681","Solyc01g080470"," P1P2"," P1P2","P2P3","P2P3"
"682","Solyc01g080510"," P1P2"," P1P2","P2P3","P2P3"
"683","Solyc01g080530"," P1P2"," P1P2","P1P3","P1P3"
"684","Solyc01g080590"," P1P2"," P2P3","P1P3","P1P3"
"686","Solyc01g080600"," P1P2"," P2P3","P1P3","P1P3"
"688","Solyc01g080620"," P1P2"," P1P2","P1P2","P1P2"
"689","Solyc01g080640"," P1P2"," P1P2","P1P2","P1P2"
"690","Solyc01g080660"," P1P2"," P2P3","P1P2","P2P3"
"693","Solyc01g080670"," P1P2"," P2P3","P1P3","P1P3"
"695","Solyc01g080690"," P1P2"," P1P2","P2P3","P1P2"
"696","Solyc01g080840"," P1P2"," P1P2","P1P3","P1P2"
"699","Solyc01g080850"," P1P2"," P1P2","P2P3","P2P3"
"700","Solyc01g080860"," P1P2"," P1P2","P1P3","P2P3"
"701","Solyc01g080880"," P1P2"," P2P3","P2P3","P1P3"
"702","Solyc01g080910"," P1P2"," P1P2","P2P3","P1P2"
"704","Solyc01g080930"," P1P2"," P1P2","P2P3","P1P2"
"705","Solyc01g080940"," P1P2"," P1P2","P1P2","P2P3"
"707","Solyc01g081010"," P1P2"," P1P2","P1P3","P1P2"
"708","Solyc01g081020"," P1P2"," P1P2","P1P2","P1P2"
"709","Solyc01g081050"," P1P2"," P1P2","P1P2","P2P3"
"710","Solyc01g081060"," P1P2"," P1P2","P1P2","P2P3"
"711","Solyc01g081070"," P1P2"," P1P2","P2P3","P2P3"
"712","Solyc01g081110"," P1P2"," P2P3","P1P3","P1P3"
"713","Solyc01g081150"," P1P2"," P1P3","P1P2","P1P2"
"719","Solyc01g081190"," P1P2"," P1P2","P1P2","P1P3"
"720","Solyc01g081200"," P1P2"," P1P2","P1P3","P1P2"
"721","Solyc01g081240"," P1P2"," P2P3","P2P3","P1P2"
"722","Solyc01g081380"," P1P2"," P2P3","P2P3","P2P3"
"724","Solyc01g081410"," P1P2"," P1P2","P1P2","P1P3"
"725","Solyc01g081430"," P1P2"," P1P2","P1P2","P1P2"
"726","Solyc01g081440"," P1P2"," P1P2","P1P3","P2P3"
"727","Solyc01g081450"," P1P2"," P1P2","P1P3","P2P3"
"728","Solyc01g081490"," P1P2"," P1P2","P1P2","P1P3"
"730","Solyc01g081500"," P1P2"," P1P2","P1P3","P1P3"
"731","Solyc01g081510"," P1P2"," P1P2","P1P2","P1P3"
"732","Solyc01g081570"," P1P2"," P1P2","P1P2","P2P3"
"733","Solyc01g081610"," P1P2"," P1P2","P1P3","P1P3"
"734","Solyc01g073640"," P1P2"," P1P2","P1P3","P1P2"
"735","Solyc01g073650"," P1P2"," P1P2","P2P3","P2P3"
"736","Solyc01g073710"," P1P2"," P2P3","P1P3","P1P2"
"737","Solyc01g073740"," P1P2"," P1P2","P1P2","P2P3"
"742","Solyc01g073770"," P1P2"," P1P2","P1P2","P1P2"
"744","Solyc01g073870"," P1P2"," P2P3","P1P2","P1P3"
"745","Solyc01g073900"," P1P2"," P1P2","P2P3","P1P3"
"746","Solyc01g073910"," P1P2"," P1P2","P1P3","P1P2"
"747","Solyc01g073930"," P1P2"," P1P2","P1P2","P1P3"
"750","Solyc01g073940"," P1P2"," P1P2","P1P2","P1P3"
"751","Solyc01g073950"," P1P2"," P2P3","P1P2","P2P3"
"752","Solyc01g073960"," P1P2"," P1P2","P1P2","P2P3"
"755","Solyc01g074000"," P1P2"," P1P2","P2P3","P1P3"
"756","Solyc01g074020"," P1P2"," P1P2","P1P2","P1P3"
"757","Solyc01g086640"," P1P2"," P1P2","P2P3","P2P3"
"758","Solyc01g086650"," P1P2"," P1P2","P1P2","P2P3"
"759","Solyc01g086710"," P1P2"," P1P2","P1P2","P1P2"
"760","Solyc01g086740"," P1P2"," P1P2","P1P3","P1P3"
"761","Solyc01g086750"," P1P2"," P1P2","P1P2","P1P3"
"762","Solyc01g086820"," P1P2"," P1P2","P1P3","P1P2"
"763","Solyc01g086850"," P1P2"," P1P2","P1P2","P1P2"
"765","Solyc01g086870"," P1P2"," P1P2","P1P3","P1P2"
"766","Solyc01g086890"," P1P3"," P1P2","P2P3","P1P2"
"769","Solyc01g086900"," P1P2"," P1P2","P2P3","P1P3"
"770","Solyc01g086920"," P1P2"," P1P2","P1P2","P1P3"
"771","Solyc01g086930"," P1P2"," P1P2","P2P3","P1P2"
"772","Solyc01g086950"," P1P2"," P2P3","P1P2","P2P3"
"774","Solyc01g086960"," P1P2"," P1P2","P1P3","P2P3"
"775","Solyc01g086970"," P1P2"," P1P2","P1P2","P2P3"
"776","Solyc01g086980"," P1P2"," P1P2","P1P3","P1P3"
"777","Solyc01g086990"," P1P2"," P1P2","P2P3","P1P3"
"778","Solyc01g087020"," P1P2"," P1P2","P1P2","P1P2"
"779","Solyc01g087030"," P1P2"," P1P2","P2P3","P1P3"
"780","Solyc01g087040"," P1P2"," P1P2","P1P3","P1P2"
"781","Solyc01g087060"," P1P2"," P2P3","P1P2","P1P3"
"782","Solyc01g087120"," P1P2"," P1P2","P1P3","P1P2"
"783","Solyc01g087170"," P1P2"," P1P2","P1P2","P1P3"
"785","Solyc01g087200"," P1P2"," P1P2","P1P2","P2P3"
"787","Solyc01g087230"," P1P2"," P1P2","P1P3","P1P2"
"788","Solyc01g087240"," P1P2"," P1P2","P1P2","P1P2"
"789","Solyc01g087250"," P1P2"," P1P2","P1P2","P1P2"
"792","Solyc01g087320"," P1P2"," P1P2","P1P3","P1P2"
"793","Solyc01g087300"," P1P2"," P1P2","P2P3","P2P3"
"794","Solyc01g087330"," P1P2"," P1P2","P1P2","P2P3"
"796","Solyc01g087340"," P1P2"," P1P2","P2P3","P2P3"
"798","Solyc01g087400"," P1P2"," P1P2","P1P2","P2P3"
"799","Solyc01g087410"," P1P2"," P1P2","P1P2","P2P3"
"800","Solyc01g087420"," P1P2"," P1P2","P1P2","P2P3"
"801","Solyc01g087430"," P1P2"," P1P2","P2P3","P1P3"
"803","Solyc01g087470"," P1P2"," P1P2","P1P2","P2P3"
"805","Solyc01g087500"," P1P2"," P1P2","P1P2","P1P2"
"806","Solyc01g087520"," P1P2"," P1P2","P1P3","P1P3"
"808","Solyc01g087540"," P1P2"," P1P3","P1P2","P1P2"
"809","Solyc01g087550"," P1P2"," P2P3","P1P3","P1P2"
"810","Solyc01g087560"," P1P2"," P1P2","P1P3","P1P2"
"811","Solyc01g087600"," P1P2"," P1P2","P1P3","P2P3"
"812","Solyc01g087610"," P1P2"," P1P2","P1P2","P1P3"
"815","Solyc01g087650"," P1P2"," P2P3","P1P3","P1P3"
"816","Solyc01g087670"," P1P2"," P1P2","P2P3","P1P3"
"817","Solyc01g087680"," P1P2"," P1P2","P2P3","P1P2"
"818","Solyc01g087720"," P1P2"," P1P2","P2P3","P1P2"
"819","Solyc01g087730"," P1P2"," P1P2","P1P3","P2P3"
"821","Solyc01g087850"," P1P2"," P1P2","P2P3","P1P3"
"822","Solyc01g087860"," P1P2"," P1P2","P2P3","P1P3"
"823","Solyc01g087870"," P1P2"," P1P2","P2P3","P1P3"
"824","Solyc01g087880"," P1P2"," P1P2","P1P3","P1P2"
"825","Solyc01g087890"," P1P2"," P1P2","P1P3","P1P3"
"826","Solyc01g087900"," P1P2"," P1P2","P1P3","P2P3"
"829","Solyc01g087990"," P1P2"," P1P2","P2P3","P2P3"
"831","Solyc01g088000"," P1P2"," P1P2","P1P3","P1P2"
"833","Solyc01g088020"," P1P2"," P1P2","P1P2","P1P2"
"834","Solyc01g088040"," P1P2"," P2P3","P1P3","P1P2"
"835","Solyc01g088030"," P1P2"," P1P2","P2P3","P1P2"
"836","Solyc01g088050"," P1P2"," P1P2","P1P3","P1P3"
"837","Solyc01g088060"," P1P2"," P1P2","P1P2","P1P3"
"838","Solyc01g088080"," P1P2"," P1P2","P1P2","P2P3"
"839","Solyc01g088090"," P1P2"," P1P2","P1P3","P1P3"
"840","Solyc01g088130"," P1P2"," P1P2","P1P3","P2P3"
"841","Solyc01g088140"," P1P2"," P1P2","P2P3","P2P3"
"844","Solyc01g088240"," P1P2"," P1P2","P1P2","P1P3"
"846","Solyc01g088310"," P1P2"," P1P2","P1P2","P1P3"
"847","Solyc01g088350"," P1P2"," P1P2","P1P2","P2P3"
"848","Solyc01g088370"," P1P2"," P1P2","P1P2","P1P3"
"849","Solyc01g088390"," P1P2"," P1P2","P1P3","P1P3"
"850","Solyc01g088400"," P1P2"," P1P2","P1P2","P2P3"
"851","Solyc01g088450"," P1P2"," P1P2","P1P2","P1P3"
"852","Solyc01g088480"," P1P2"," P1P2","P1P2","P1P3"
"855","Solyc01g088530"," P1P2"," P1P2","P2P3","P1P2"
"856","Solyc01g088550"," P1P2"," P1P2","P1P2","P1P2"
"857","Solyc01g088560"," P1P2"," P1P3","P1P2","P1P3"
"858","Solyc01g088570"," P1P2"," P1P2","P1P3","P2P3"
"861","Solyc01g088610"," P1P2"," P1P2","P1P3","P1P2"
"862","Solyc01g088620"," P1P2"," P1P2","P1P2","P1P2"
"863","Solyc01g088640"," P1P2"," P1P2","P1P2","P1P3"
"864","Solyc01g088650"," P1P2"," P1P2","P1P3","P1P2"
"865","Solyc01g088660"," P1P2"," P1P2","P1P3","P2P3"
"866","Solyc01g088680"," P1P2"," P1P2","P1P3","P1P3"
"867","Solyc01g088690"," P1P2"," P1P2","P1P2","P2P3"
"868","Solyc01g088700"," P1P2"," P1P2","P1P2","P2P3"
"870","Solyc01g088720"," P1P2"," P1P2","P1P2","P1P3"
"871","Solyc01g088730"," P1P2"," P1P2","P2P3","P2P3"
"872","Solyc01g088740"," P1P2"," P1P2","P2P3","P1P3"
"873","Solyc01g088750"," P1P2"," P1P2","P1P3","P1P2"
"874","Solyc01g088760"," P1P2"," P1P2","P1P2","P1P2"
"875","Solyc01g088800"," P1P2"," P1P2","P1P3","P1P3"
"877","Solyc01g089850"," P1P2"," P1P2","P1P2","P1P2"
"878","Solyc01g089860"," P1P2"," P1P2","P2P3","P1P3"
"879","Solyc01g089870"," P1P2"," P1P2","P1P2","P1P3"
"880","Solyc01g089900"," P1P2"," P1P2","P1P2","P1P3"
"882","Solyc01g089910"," P1P2"," P1P2","P1P3","P2P3"
"883","Solyc01g089950"," P1P2"," P1P2","P1P2","P2P3"
"884","Solyc01g089970"," P1P2"," P1P2","P1P3","P2P3"
"885","Solyc01g089980"," P1P2"," P1P2","P2P3","P2P3"
"886","Solyc01g090040"," P1P3"," P1P3","P1P2","P1P3"
"887","Solyc01g090170"," P1P2"," P1P2","P1P3","P1P2"
"889","Solyc01g090190"," P1P2"," P1P2","P1P3","P2P3"
"890","Solyc01g090200"," P1P2"," P1P2","P2P3","P1P3"
"891","Solyc01g090210"," P1P2"," P1P2","P1P2","P1P3"
"893","Solyc01g090230"," P1P2"," P1P2","P1P2","P1P2"
"894","Solyc01g090240"," P1P2"," P1P2","P2P3","P1P2"
"896","Solyc01g090260"," P1P2"," P1P2","P2P3","P2P3"
"897","Solyc01g090270"," P1P2"," P2P3","P1P3","P1P3"
"899","Solyc01g090290"," P1P2"," P1P2","P2P3","P2P3"
"900","Solyc01g090340"," P1P2"," P1P2","P2P3","P1P2"
"901","Solyc01g090380"," P1P2"," P1P2","P1P3","P2P3"
"902","Solyc01g090390"," P1P2"," P1P2","P1P2","P1P3"
"903","Solyc01g090400"," P1P2"," P1P2","P1P2","P1P3"
"904","Solyc01g090410"," P1P2"," P2P3","P1P2","P1P3"
"905","Solyc01g090430"," P1P2"," P1P2","P2P3","P1P3"
"906","Solyc01g090440"," P1P2"," P1P2","P1P2","P2P3"
"908","Solyc01g090460"," P1P2"," P1P2","P1P3","P1P3"
"909","Solyc01g090470"," P1P2"," P1P2","P1P3","P2P3"
"911","Solyc01g090500"," P1P2"," P1P2","P2P3","P1P2"
"914","Solyc01g090550"," P1P2"," P2P3","P1P3","P1P3"
"915","Solyc01g090590"," P1P2"," P1P2","P2P3","P1P3"
"916","Solyc01g090640"," P1P2"," P1P2","P1P3","P1P2"
"917","Solyc01g090670"," P1P2"," P1P2","P1P2","P1P3"
"918","Solyc01g090690"," P1P2"," P2P3","P1P3","P1P2"
"919","Solyc01g090700"," P1P2"," P1P2","P1P3","P1P2"
"921","Solyc01g090740"," P1P2"," P1P2","P1P3","P2P3"
"922","Solyc01g090750"," P1P2"," P1P2","P1P3","P2P3"
"923","Solyc01g090760"," P1P2"," P1P2","P1P2","P1P2"
"925","Solyc01g090780"," P1P2"," P2P3","P2P3","P1P2"
"926","Solyc01g090840"," P1P2"," P1P2","P1P3","P1P3"
"927","Solyc01g090850"," P1P2"," P1P2","P1P2","P1P2"
"928","Solyc01g090860"," P1P2"," P1P2","P1P3","P2P3"
"929","Solyc01g090880"," P1P2"," P1P2","P1P3","P1P2"
"930","Solyc01g090910"," P1P2"," P1P2","P1P2","P2P3"
"931","Solyc01g090920"," P1P2"," P2P3","P1P3","P1P3"
"932","Solyc01g090940"," P1P2"," P1P2","P2P3","P1P2"
"933","Solyc01g090950"," P1P2"," P1P2","P1P3","P2P3"
"934","Solyc01g090990"," P1P2"," P1P2","P1P3","P1P2"
"935","Solyc01g091000"," P1P2"," P1P3","P2P3","P1P3"
"936","Solyc01g091020"," P1P2"," P1P2","P1P3","P2P3"
"937","Solyc01g091030"," P1P2"," P1P2","P1P3","P1P2"
"938","Solyc01g091070"," P1P2"," P1P2","P1P2","P1P3"
"939","Solyc01g091080"," P1P2"," P1P2","P1P3","P1P2"
"940","Solyc01g091090"," P1P2"," P1P2","P1P3","P1P3"
"941","Solyc01g091120"," P1P2"," P2P3","P1P3","P1P3"
"942","Solyc01g091130"," P1P2"," P1P2","P1P3","P2P3"
"943","Solyc01g091160"," P1P2"," P1P2","P1P2","P1P3"
"945","Solyc01g091200"," P1P2"," P1P2","P1P2","P1P2"
"947","Solyc01g091220"," P1P2"," P1P2","P1P2","P2P3"
"948","Solyc01g091230"," P1P2"," P1P2","P2P3","P2P3"
"952","Solyc01g091280"," P1P2"," P1P2","P2P3","P2P3"
"953","Solyc01g091310"," P1P2"," P1P2","P1P2","P2P3"
"954","Solyc01g091330"," P1P2"," P1P2","P1P3","P2P3"
"956","Solyc01g091350"," P1P2"," P1P2","P1P3","P1P3"
"957","Solyc01g091360"," P1P2"," P1P2","P1P2","P2P3"
"958","Solyc01g091370"," P1P2"," P1P2","P1P2","P1P3"
"959","Solyc01g091380"," P1P2"," P1P2","P1P3","P2P3"
"962","Solyc01g091450"," P1P2"," P1P2","P1P2","P2P3"
"964","Solyc01g091480"," P1P2"," P1P2","P1P3","P1P3"
"965","Solyc01g091500"," P1P2"," P1P2","P2P3","P1P2"
"967","Solyc01g091520"," P1P2"," P1P2","P1P2","P1P3"
"968","Solyc01g091530"," P1P2"," P1P2","P2P3","P1P2"
"969","Solyc01g091540"," P1P2"," P1P2","P1P2","P1P2"
"970","Solyc01g091550"," P1P2"," P1P2","P1P2","P2P3"
"971","Solyc01g091580"," P1P2"," P1P2","P1P3","P1P2"
"972","Solyc01g091600"," P1P2"," P1P2","P2P3","P2P3"
"974","Solyc01g091620"," P1P2"," P1P2","P1P2","P1P3"
"975","Solyc01g091630"," P1P2"," P1P2","P1P3","P1P3"
"976","Solyc01g091640"," P1P2"," P1P2","P1P2","P2P3"
"977","Solyc01g091650"," P1P2"," P1P2","P1P2","P1P3"
"978","Solyc01g091690"," P1P2"," P1P2","P1P2","P2P3"
"979","Solyc01g091700"," P1P2"," P1P2","P1P3","P1P3"
"980","Solyc01g091710"," P1P2"," P1P2","P2P3","P1P2"
"982","Solyc01g091720"," P1P2"," P1P2","P1P3","P2P3"
"983","Solyc01g091730"," P1P2"," P1P2","P1P3","P2P3"
"984","Solyc01g091740"," P1P2"," P1P2","P1P2","P1P2"
"985","Solyc01g091750"," P1P2"," P1P2","P1P3","P1P3"
"986","Solyc01g091770"," P1P2"," P1P2","P2P3","P2P3"
"987","Solyc01g091780"," P1P2"," P1P2","P2P3","P1P3"
"988","Solyc01g091800"," P1P2"," P1P2","P1P3","P1P2"
"990","Solyc01g091840"," P1P2"," P1P2","P1P2","P2P3"
"991","Solyc01g091850"," P1P2"," P2P3","P2P3","P1P3"
"992","Solyc01g091880"," P1P2"," P1P2","P2P3","P2P3"
"995","Solyc01g091910"," P1P2"," P1P2","P1P3","P2P3"
"996","Solyc01g091940"," P1P2"," P1P2","P1P2","P2P3"
"997","Solyc01g091950"," P1P2"," P1P2","P1P2","P1P3"
"998","Solyc01g093960"," P1P2"," P1P2","P2P3","P1P2"
"1001","Solyc01g094000"," P1P2"," P1P2","P1P2","P1P3"
"1002","Solyc01g094010"," P1P2"," P1P2","P2P3","P1P3"
"1003","Solyc01g094020"," P1P2"," P1P2","P2P3","P1P2"
"1004","Solyc01g094030"," P1P2"," P1P2","P1P2","P1P3"
"1005","Solyc01g094040"," P1P2"," P1P2","P1P2","P1P2"
"1006","Solyc01g094050"," P1P2"," P1P2","P1P2","P1P3"
"1007","Solyc01g094060"," P1P2"," P1P2","P1P3","P2P3"
"1008","Solyc01g094150"," P1P2"," P1P2","P2P3","P1P3"
"1009","Solyc01g094170"," P1P2"," P1P2","P1P2","P1P2"
"1010","Solyc01g094190"," P1P2"," P1P2","P1P3","P1P2"
"1011","Solyc01g094200"," P1P2"," P1P2","P1P3","P1P2"
"1013","Solyc01g094280"," P1P2"," P1P2","P1P2","P2P3"
"1014","Solyc01g094290"," P1P2"," P1P2","P2P3","P1P2"
"1016","Solyc01g094340"," P1P2"," P1P2","P1P2","P2P3"
"1017","Solyc01g094350"," P1P2"," P1P2","P1P3","P2P3"
"1018","Solyc01g094410"," P1P2"," P1P2","P2P3","P1P3"
"1019","Solyc01g094420"," P1P2"," P1P2","P2P3","P1P3"
"1020","Solyc01g094460"," P1P2"," P1P2","P1P3","P1P3"
"1021","Solyc01g094470"," P1P2"," P1P2","P1P3","P1P2"
"1022","Solyc01g094480"," P1P2"," P1P2","P1P3","P2P3"
"1023","Solyc01g094500"," P1P2"," P1P2","P1P2","P2P3"
"1024","Solyc01g094520"," P1P2"," P1P2","P2P3","P2P3"
"1025","Solyc01g094530"," P1P2"," P1P2","P1P2","P1P3"
"1026","Solyc01g094540"," P1P2"," P1P2","P2P3","P1P3"
"1027","Solyc01g094550"," P1P2"," P1P2","P1P2","P2P3"
"1028","Solyc01g094560"," P1P2"," P1P2","P1P2","P2P3"
"1029","Solyc01g094570"," P1P2"," P1P2","P1P2","P2P3"
"1030","Solyc01g094580"," P1P2"," P1P2","P1P3","P2P3"
"1031","Solyc01g094620"," P1P2"," P1P2","P1P2","P2P3"
"1032","Solyc01g094630"," P1P2"," P1P2","P2P3","P2P3"
"1034","Solyc01g094680"," P1P2"," P1P2","P2P3","P2P3"
"1035","Solyc01g094690"," P1P2"," P1P2","P1P3","P1P2"
"1036","Solyc01g094700"," P1P2"," P1P2","P1P2","P1P3"
"1037","Solyc01g094720"," P1P2"," P2P3","P2P3","P1P2"
"1038","Solyc01g094760"," P1P2"," P1P2","P2P3","P1P2"
"1039","Solyc01g094770"," P1P2"," P2P3","P1P3","P1P2"
"1040","Solyc01g094790"," P1P2"," P1P2","P1P2","P1P2"
"1041","Solyc01g094800"," P1P2"," P1P2","P1P3","P1P3"
"1042","Solyc01g094810"," P1P2"," P1P2","P2P3","P1P3"
"1044","Solyc01g094830"," P1P2"," P1P2","P2P3","P2P3"
"1046","Solyc01g094840"," P1P2"," P2P3","P1P3","P1P3"
"1047","Solyc01g094860"," P1P2"," P1P2","P1P2","P2P3"
"1048","Solyc01g094870"," P1P2"," P1P2","P1P2","P1P2"
"1049","Solyc01g094880"," P1P2"," P1P2","P1P2","P1P2"
"1050","Solyc01g094920"," P1P2"," P1P2","P1P2","P1P2"
"1051","Solyc01g094930"," P1P2"," P1P2","P1P2","P2P3"
"1052","Solyc01g094940"," P1P2"," P1P2","P1P2","P2P3"
"1053","Solyc01g094950"," P1P2"," P2P3","P1P3","P1P3"
"1056","Solyc01g095010"," P1P2"," P1P2","P1P3","P1P2"
"1057","Solyc01g095020"," P1P2"," P1P2","P1P3","P2P3"
"1058","Solyc01g095030"," P1P2"," P1P2","P1P3","P1P2"
"1059","Solyc01g095040"," P1P2"," P1P2","P1P2","P2P3"
"1062","Solyc01g095070"," P1P2"," P1P2","P1P3","P1P2"
"1064","Solyc01g095110"," P1P2"," P1P2","P1P2","P2P3"
"1065","Solyc01g095120"," P1P2"," P1P2","P1P2","P2P3"
"1066","Solyc01g095130"," P1P2"," P1P2","P1P2","P2P3"
"1067","Solyc01g095150"," P1P2"," P1P2","P1P3","P1P3"
"1069","Solyc01g095180"," P1P2"," P1P2","P1P2","P1P3"
"1070","Solyc01g095210"," P1P2"," P1P2","P1P2","P1P3"
"1071","Solyc01g095220"," P1P2"," P1P2","P1P3","P1P2"
"1072","Solyc01g095230"," P1P2"," P1P2","P1P3","P2P3"
"1073","Solyc01g095240"," P1P2"," P1P2","P1P3","P1P2"
"1074","Solyc01g095270"," P1P2"," P1P2","P1P3","P1P2"
"1075","Solyc01g095280"," P1P2"," P1P2","P1P2","P1P2"
"1076","Solyc01g095290"," P1P2"," P1P2","P1P3","P1P2"
"1077","Solyc01g095300"," P1P2"," P1P2","P1P2","P1P3"
"1079","Solyc01g095360"," P1P2"," P1P2","P1P3","P1P2"
"1080","Solyc01g095370"," P1P2"," P1P2","P2P3","P2P3"
"1081","Solyc01g095390"," P1P2"," P1P2","P1P2","P2P3"
"1082","Solyc01g095400"," P1P2"," P1P2","P1P3","P1P2"
"1084","Solyc01g095420"," P1P2"," P1P2","P1P2","P1P2"
"1085","Solyc01g095430"," P1P2"," P1P2","P1P3","P1P3"
"1086","Solyc01g095460"," P1P2"," P1P2","P1P2","P2P3"
"1087","Solyc01g095470"," P1P2"," P2P3","P1P2","P2P3"
"1088","Solyc01g095480"," P1P2"," P1P2","P1P3","P1P2"
"1089","Solyc01g095490"," P1P2"," P1P2","P1P2","P2P3"
